index,created_at,user_id,text,lang,likes,retweets,tweet_id
62,2023-04-12 12:28:00+00:00,1646126136035016705,"RT @reiozono_1st: #大園玲1st写真集「半分光、半分影」にちなんで
#半分天使半分悪魔 くじにチャレンジ👼😈

今日はエンジェルれいちゃんへのお題です👼

アマゾン https://t.co/fzU0miIeSw
HMV https://t.co/3DRUFR…",ja,0,329,1646128030270767104
63,2023-04-12 12:28:00+00:00,1341079558884225025,"おすすめ👍

🐧 マキタ コードレス掃除機CL108 カプセル式 標準25分稼働/充電22分 軽量定番モデル  CL108FDSHW 7260
https://t.co/3ltDFnPJcp",ja,0,0,1646128030044262401
64,2023-04-12 12:28:00+00:00,875802891763671041,RT @reonov: #嘘みたいな初音ミクの歴史 2015年、KADOKAWAからねんどろいど初音ミクの写真集が出版された。商業誌でねんどろいどの写真集は世界初だと思う。（手前味噌で申し訳ない） https://t.co/yCo8ISXtz2,ja,0,19,1646128029499002881
65,2023-04-12 12:28:00+00:00,1416668098514407424,"『Tamagotchi Uni』、日本のAmazonにもページがありました！こちらも発売日は7月15日になっています📝

たまごっち ユニ - パープル →https://t.co/gPfL0uknYd #ad",ja,22,4,1646128028378976256
66,2023-04-12 12:28:00+00:00,4832549112,"RT @Bella623: Enjoy an award-winning FREE #Book 
❤️🧛‍♀️Vampires?
🎉Rising Tide is PERMA FREE🥳
@NewAppleAwards 🥇
@IndieAuthorProj
 🏆
Clean YA…",en,0,422,1646128027791921152
67,2023-04-12 12:27:59+00:00,1251177677194530817,"RT @kinniku9911: https://t.co/wwEdjOCLcW #ad

アイリスオーヤマ 布団クリーナー ハイパワーモデル ダニ対策 ワイドヘッド たたき 約14,000回/分 IC-FAC4",ja,0,10,1646128026881789953
68,2023-04-12 12:27:59+00:00,1296096939440627713,Online shopping for Electronics Days from a great selection at Electronics Store. https://t.co/JywVJuByjC via @amazon,en,0,0,1646128025849720832
69,2023-04-12 12:27:58+00:00,1361769986176389122,"スマートフォン本体 人気

■ Android 12 Blackview BV5200Pro simフリースマホ本体防水 7GB RAM 64GB ROM 1TB拡張可能 タフネススマホ 防水防塵耐衝撃5180mAh 6.1インチHD+大画面 3001
https://t.co/1ob75iXrl6",ja,0,0,1646128021705998337
70,2023-04-12 12:27:58+00:00,4926163333,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社から発売決定！

アメリカ・ニューヨークで撮影した、齋藤飛鳥6年ぶりの写真集です！

■アマゾン https://t.co/ZPGyj4Dcex
■セブン限定 https://t.co/QNCSy05Ta…",ja,0,2076,1646128020359614464
71,2023-04-12 12:27:57+00:00,1260862882226466818,"釣藤散 料エキス錠N 240錠を、販売中。 

※ちょうとうさん 

めまい、肩こり等の症状を伴う、慢性頭痛に効果があります。

【第2類医薬品】「クラシエ漢方」

https://t.co/ch7XLTgDfC",ja,1,0,1646128018702860288
72,2023-04-12 12:27:57+00:00,1450397227260678147,"RT @KingandPrince33: 🌟予約受付中
4/20発売『 ノンノ 』5月号

《 表紙&amp;連載拡大10P 》👑King &amp; Prince
King &amp; Prince スペシャルフォトカード付き！

▼タワレコ/7net 
https://t.co/VXIIbV7OL…",ja,0,156,1646128016572186625
73,2023-04-12 12:27:57+00:00,1634309309092839427,"@AJEnglish An instant New York Times Bestseller!

2034: A Novel of the Next World War

https://t.co/jHnKQdNFuv

A must read",en,0,0,1646128015536013312
74,2023-04-12 12:27:57+00:00,1646126136035016705,"RT @reiozono_1st: #れいちゃんの新生活応援
￣￣￣￣￣￣￣￣￣￣￣￣
今日はついに #櫻坂46_3rdTOUR 開始✨
それまでお仕事＆学校がんばりましょ～！✊🏻✨

アマゾンhttps://t.co/fzU0miIeSw
HMV https://t.co/3…",ja,0,366,1646128015171260416
75,2023-04-12 12:27:57+00:00,1341740521241399297,"RT @FatKidDeals: STEAL!!

5 Piece Patio Furniture Set, $299, retail $999!!

Use promo code; 50KWHHRM

https://t.co/PGwpoiK9Y4 https://t.co/…",en,0,7,1646128015166898176
76,2023-04-12 12:27:56+00:00,1477003158,RT @GoodwinMJ: Three quarters of academics at the most elite universities identify with the political Left. Just 1 in 10 identify with the…,en,0,133,1646128014286114817
77,2023-04-12 12:27:56+00:00,4636128672,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社から発売決定！

アメリカ・ニューヨークで撮影した、齋藤飛鳥6年ぶりの写真集です！

■アマゾン https://t.co/ZPGyj4Dcex
■セブン限定 https://t.co/QNCSy05Ta…",ja,0,2076,1646128013048950785
78,2023-04-12 12:27:56+00:00,1348024859859697664,"大型家電 売れ筋

🍚 洗濯機 台 DEWEL キャスター付き 置き台 冷蔵庫 台 ジャッキ付き 360度回転 目盛り付き 伸縮式奥行/幅:43.5~65cm  3813
https://t.co/OaTeA6jLu5",ja,0,0,1646128011769692160
79,2023-04-12 12:27:55+00:00,1214073662711586816,"予約 4/26 東リベ２

映画 東京リベンジャーズ2
血のハロウィン編 -運命- 写真集

#北村匠海 #山田裕貴 杉野遥亮
今田美桜 眞栄田郷敦
清水尋也 磯村勇斗 永山絢斗
村上虹郎 #高杉真宙
間宮祥太朗 吉沢亮

⏬Amazon
https://t.co/5Gnd9u986b

#東リベ2 vs魂 23
#ad 表紙 雑誌 グッズ 教場",ja,0,0,1646128010104541184
80,2023-04-12 12:27:55+00:00,738688907139653633,@masyu_chan3 梅酒セット [ 900ml ] https://t.co/7cu9FtK5Xj,ja,0,0,1646128007910928385
81,2023-04-12 12:27:54+00:00,85741735,"@ai0710_spn リプライ失礼いたします、Amazon公式です。
誤配送があったとのこと、ご迷惑をおかけしております。
お荷物について、カスタマーサービスで詳細を確認いたしますので、お手数ですが、以下のリンクより選択可能な方法でお問い合わせいただけますでしょうか。
https://t.co/3TleHRQP9F 小原",ja,0,0,1646128005440237572
82,2023-04-12 12:27:54+00:00,1591091746825699328,"【2023新型 &amp; 3つコントローラー】 ems 腹筋ベルト ジェルシート不要 腕ベルト 10枚 腹筋パッド 8種類モード 25段階強度調整 腹筋マシーン 腹筋器具 女性 男性 筋トレ器具 液晶表示 USB充電式 自宅トレーニング 誕生日...
ベストセラー1位 - カテゴリ EMS・腹筋ベルト本体
https://t.co/lrIprVEfok",ja,1,0,1646128004857491456
83,2023-04-12 12:27:53+00:00,1098610754331262977,"RT @musashi_0303: 【ご報告】「泣きたい夜の甘味処」が料理レシピ本大賞、コミック賞を授賞しました…😭🎊🎊本当に読者の皆様のおかげです…本当に…😭
そして、新刊「疲れた人に夜食を届ける出前店」が10月20日にでます😭🙇Amazon予約開始になりました…良かったら読…",ja,0,3181,1646128000931622914
84,2023-04-12 12:27:53+00:00,1342433426461261824,"RT @Acrossolution: 4/12 #デタラメな美味さ #冷凍ピザ
#RTキャンペーン

公式 https://t.co/xHC8mxaXl2
楽天 https://t.co/AwZ6tR95XA
Amazon https://t.co/KHBZJyYzq7

当ア…",ja,0,1564,1646128000667361280
85,2023-04-12 12:27:53+00:00,1646126136035016705,"RT @reiozono_1st: 訪問先の会社にて…🏢
アポはばっちり！もちろん予約してあります🖐🏻

アマゾン https://t.co/fzU0miHH2Y
HMV https://t.co/3DRUFRXSia
楽天 https://t.co/m7ZOS1DUuS
紀伊…",ja,0,348,1646128000424091649
86,2023-04-12 12:27:52+00:00,1446352305557671939,"RT @enako_cos: 本日発売の『週刊少年サンデー』にて
「名探偵コナン」の劇場版公開を記念して、コラボコスプレさせていただきました！
https://t.co/gbvYPfDdI8",ja,0,93,1646127995755851776
87,2023-04-12 12:27:52+00:00,870234152192192512,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社より発売決定！
飛鳥さんのコメント動画です🕊

■アマゾン https://t.co/ZPGyj4CEoZ
■セブン限定 https://t.co/QNCSy05lkv
■楽天限定 https://t.c…",ja,0,5454,1646127995374141446
88,2023-04-12 12:27:52+00:00,1327326115891843072,"人気商品です！

🍮 【限定】BAND-MAID TOKYO GARDEN THEATER OKYUJI (Jan.092023)(完全生産限定盤)(フォトカード5枚セット付)  Blu-ray 1356
https://t.co/s6nIas0Cdc",ja,0,0,1646127995168620547
89,2023-04-12 12:27:51+00:00,1325944740530024448,They also do the same kit in white for about £1 more: https://t.co/LXBl9dTq5H https://t.co/u9l586NvDk,en,1,0,1646127993822085121
90,2023-04-12 12:27:51+00:00,1623652175250599936,"Secure your risk management with us join here https://t.co/TZl9ePwipU

$SPY $TSLA $SHOP  $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $QQQ $ZNGA $AAPL $ESE $SPCE $FCEL $TRIP $BYND $MRNA $NOK https://t.co/t5RS8AXu9C",en,0,0,1646127993516081153
91,2023-04-12 12:27:51+00:00,94509540,RT @Kichinosuke2021: 【New】Echo DotとEcho Dot with clockに第5世代が登場 https://t.co/KUot3jh9kv,ja,0,2,1646127993482518528
92,2023-04-12 12:27:50+00:00,1634309309092839427,"@opinion @business @JonathanJLevin @AllisonSchrager An instant New York Times Bestseller!

2034: A Novel of the Next World War

https://t.co/jHnKQdNFuv

A must read",en,0,0,1646127988604383233
